0,0,0,0,0,0.670747,0
0,0,0,0,0.752598,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0.591922,0,0,0
0,0,0,0,0,0,0
0,0,0,0.518909,0,0.825035,0
0,0,0,0,0,0,0.84639
0,0,0,0,0.77494,0,0.724637
0,0,0,0,0,0,0
0,0,0.658858,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.543844,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.906947
0,0,0,0,0.611644,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0.79901,0
0,0,0,0,0,0,0
0,0,0.527566,0,0,0,0
0,0,0,0.56147,0.708196,0,0
0,0,0,0,0,0.985006,0
0,0,0,0,0,0,0
0,0,0,0,0,0.78945,0
0,0,0,0,0,0,0.920133
0,0,0,0,0,0,0.942233
0,0,0,0,0.931994,0,0
0,0,0,0,0.788671,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.676421,0,0,0.848841,0
0,0,0,0,0,0,0
0,0,0,0,0,0.670747,0
0,0,0,0,0.752598,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0.591922,0,0,0
0,0,0,0,0,0,0
0,0,0,0.518909,0,0.825035,0
0,0,0,0,0,0,0.84639
0,0,0,0,0.77494,0,0.724637
0,0,0,0,0,0,0
0,0,0.658858,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.543844,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.906947
0,0,0.503278,0,0,0,0
0,0.539213,0,0,0.857009,0.932568,0
0,0,0.501491,0,0,0,0
0,0,0,0,0,0,0
0,0,0.583851,0,0,0,0
0,0,0,0,0,0.634748,0
0,0,0,0,0.551743,0,0.947419
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.514189,0,0.720783,0.932568,0
0,0,0,0,0,0,0.789226
0,0,0,0,0,0.775702,0
0,0,0,0,0,0,0
0,0,0,0.578535,0,0,0.952443
0,0,0,0,0,0.843719,0
0,0,0,0,0.750021,0,0
0,0,0,0,0.816179,0,0
0,0,0,0,0,0,0
0,0,0,0,0.596122,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.574935,0,0,0,0
0,0,0,0,0.663451,0,0
0,0,0,0,0,0,0
0,0,0,0.59362,0,0,0.902459
0,0,0,0.612954,0.64763,0,0
0,0,0,0,0,0,0
0,0,0,0.59362,0,0,0
0,0,0,0,0,0,0
0,0,0.698177,0,0,0,0
0,0,0,0,0,0,0
0.513066,0,0,0,0.726585,0,0
0,0,0.588557,0,0,0.91171,0
0,0,0,0.671673,0,0,0
0,0,0.799758,0,0.756241,0,0
0,0,0.664803,0,0,0,0
0,0,0,0,0,0,0.959646
0,0,0,0,0,0,0
0,0,0,0,0.840632,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0.588086,0.530786,0,0.874805
0,0,0,0,0,0.859164,0
0,0,0,0,0,0,0
0,0,0.817321,0,0,0.86436,0
0,0,0,0,0,0.709964,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.616216
0,0,0,0,0,0,0
0,0,0,0,0.551743,0.627908,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0.506763,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.506197,0,0,0,0
0,0,0.539936,0,0,0,0
0,0,0,0.523516,0.720783,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.536824,0,0.660331,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0.551364,0.641954,0,0.58393
0,0,0,0,0,0,0
0,0,0,0,0.795549,0.59538,0
0,0,0,0,0,0.976222,0
0,0,0,0,0.812664,0,0.85591
0,0,0,0,0,0.525926,0
0,0,0,0,0,0,0
0,0,0,0,0,0.693873,0
0,0,0,0.837575,0,0,0
0,0,0,0,0.77494,0,0.764224
0,0,0,0.643942,0.669845,0,0
0,0,0,0.767147,0,0,0.972662
0,0,0.551384,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0.971165,0
0,0,0,0,0.736855,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.568302,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.751891
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
